latitude,longitude,event_date,admin_division_name,landslide_category,landslide_trigger,fatality_count,injury_count,location_description,source,verification_status
25.38,91.88,2007-07-26 00:00:00,Meghalaya,landslide,rain,0.0,0.0,Singtam,pan_ner_csv,reported
25.5212,90.232,2007-07-27 00:00:00,Meghalaya,rock_fall,rain,8.0,0.0,Tura,pan_ner_csv,reported
25.5576,91.8506,2007-08-26 00:00:00,Meghalaya,complex,rain,0.0,0.0,National Highway No 44 at Sonarpur in Meghalaya,pan_ner_csv,reported
25.52,91.27,2007-09-11 00:00:00,Meghalaya,landslide,rain,0.0,0.0,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",pan_ner_csv,reported
25.3612,92.2845,2010-04-21 00:00:00,Meghalaya,landslide,downpour,0.0,0.0,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,pan_ner_csv,reported
25.3433,92.2897,2010-05-11 09:00:00,Meghalaya,landslide,downpour,0.0,0.0,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",pan_ner_csv,reported
25.8833,91.2,2010-06-09 14:15:00,Meghalaya,landslide,downpour,0.0,0.0,"Ishok Chingphu(?), Bishnupur, Assam",pan_ner_csv,reported
25.5728,91.885,2010-06-28 00:00:00,Meghalaya,landslide,downpour,1.0,0.0,"Police CID complex(?), Shillong, Meghalaya",pan_ner_csv,reported
25.4916,91.2698,2010-06-28 00:00:00,Meghalaya,landslide,downpour,0.0,0.0,"Borsorsa(?), West Khasi Hills, Meghalaya",pan_ner_csv,reported
25.5144,90.2167,2011-08-16 08:00:00,Meghalaya,landslide,downpour,6.0,0.0,"Garo Hills, Tura",pan_ner_csv,reported
25.5498,92.0757,2012-06-13 00:00:00,Meghalaya,landslide,downpour,0.0,0.0,"NH44, Kuliang",pan_ner_csv,reported
25.7354,90.3852,2014-09-21 00:00:00,Meghalaya,landslide,continuous_rain,0.0,0.0,National Highway 51,pan_ner_csv,reported
25.5772,91.8666,2014-09-23 03:00:00,Meghalaya,landslide,continuous_rain,8.0,1.0,Mawbah under Mawprem area,pan_ner_csv,reported
25.8143,90.5763,2014-09-24 00:00:00,Meghalaya,landslide,continuous_rain,0.0,0.0,Meghalaya,pan_ner_csv,reported
25.9702,91.8587,2014-10-05 17:45:00,Meghalaya,landslide,rain,1.0,0.0,Jorabat-Umiam route,pan_ner_csv,reported
25.5006,90.0896,2014-10-20 00:00:00,Meghalaya,landslide,rain,6.0,0.0,South West Garo Hills,pan_ner_csv,reported
25.463,92.2121,2015-06-13 00:00:00,Meghalaya,landslide,continuous_rain,4.0,2.0,"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",pan_ner_csv,reported
25.5084,90.2191,2015-06-16 00:00:00,Meghalaya,rock_fall,downpour,1.0,0.0,Akonggre,pan_ner_csv,reported
25.5114,90.215,2015-06-16 06:15:00,Meghalaya,landslide,downpour,4.0,0.0,"Nakham Bazaar, Tura, Meghalaya",pan_ner_csv,reported
25.5145,90.2023,2015-08-18 09:00:00,Meghalaya,landslide,continuous_rain,0.0,0.0,Tura Civil Hospital,pan_ner_csv,reported
25.0728,92.3636,2015-08-19 00:00:00,Meghalaya,landslide,rain,0.0,0.0,National Highway at Kuliang,pan_ner_csv,reported
25.1416,92.3807,2015-08-19 00:00:00,Meghalaya,landslide,rain,0.0,0.0,Tongseng,pan_ner_csv,reported
